date,sh_volume
2000-09-27,3342870477.0
2000-09-28,3437800481.0
2000-09-29,3385304876.0
2000-10-02,3040804983.0
2000-10-03,3258202687.0
2000-10-04,3535638491.0
2000-10-05,3274727074.0
2000-10-06,3263635855.0
2000-10-09,2317314039.0
2000-10-10,3130524960.0
2000-10-11,4026613762.0
2000-10-12,3819083528.0
2000-10-13,3577283463.0
2000-10-16,3010777732.0
2000-10-17,3385933204.0
2000-10-18,4197783220.0
2000-10-19,3900542474.0
2000-10-20,3590378356.0
2000-10-23,2938861957.0
2000-10-24,3303399620.0
2000-10-25,3770207322.0
2000-10-26,3884463971.0
2000-10-27,3306105312.0
2000-10-30,3171957089.0
2000-10-31,3779440921.0
2000-11-01,3472943386.0
2000-11-02,3606133081.0
2000-11-03,3061136727.0
2000-11-06,2744817175.0
2000-11-07,2778104734.0
2000-11-08,2775435381.0
2000-11-09,3289000983.0
2000-11-10,2934330903.0
2000-11-13,3446978955.0
2000-11-14,3141359782.0
2000-11-15,2998155121.0
2000-11-16,2674691087.0
2000-11-17,3058513339.0
2000-11-20,2894745882.0
2000-11-21,3134853487.0
2000-11-22,3088767513.0
2000-11-24,1312987288.0
2000-11-27,2848398907.0
2000-11-28,3189851821.0
2000-11-29,3463536324.0
2000-11-30,4617868960.0
2000-12-01,3678594482.0
2000-12-04,3204459680.0
2000-12-05,4222818254.0
2000-12-06,4003661345.0
2000-12-07,3116686414.0
2000-12-08,4016145212.0
2000-12-11,3952368561.0
2000-12-12,3282740960.0
2000-12-13,3499785433.0
2000-12-14,3066836864.0
2000-12-15,4672074050.0
2000-12-18,3507175865.0
2000-12-19,3972376741.0
2000-12-20,4698268467.0
2000-12-21,4499514141.0
2000-12-22,3615402894.0
2000-12-26,2596222178.0
2000-12-27,3340590908.0
2000-12-28,3502667295.0
2000-12-29,3933002392.0
2001-01-02,3347788090.0
2001-01-03,5478233075.0
2001-01-04,5102790130.0
2001-01-05,3829796594.0
2001-01-08,3205644621.0
2001-01-09,3474317891.0
2001-01-10,4081538507.0
2001-01-11,4539700118.0
2001-01-12,4085897074.0
2001-01-16,3524537827.0
2001-01-17,4459450130.0
2001-01-18,4247123542.0
2001-01-19,4439413479.0
2001-01-22,3462703353.0
2001-01-23,3799735686.0
2001-01-24,4145079649.0
2001-01-25,3848595808.0
2001-01-26,3606327283.0
2001-01-29,3218762287.0
2001-01-30,3476070074.0
2001-01-31,3948208738.0
2001-02-01,3133363364.0
2001-02-02,2983057001.0
2001-02-05,2855972278.0
2001-02-06,3079973553.0
2001-02-07,3477562837.0
2001-02-08,3204060235.0
2001-02-09,3202730242.0
2001-02-12,3015932615.0
2001-02-13,3054962690.0
2001-02-14,3369944916.0
2001-02-15,3539581792.0
2001-02-16,3426818397.0
2001-02-20,3243563365.0
2001-02-21,3511684856.0
2001-02-22,4169822819.0
2001-02-23,3788475479.0
2001-02-26,3240547477.0
2001-02-27,3172130828.0
2001-02-28,3575037302.0
2001-03-01,3849439692.0
2001-03-02,3942021265.0
2001-03-05,2629619896.0
2001-03-06,3323183901.0
2001-03-07,3161512196.0
2001-03-08,3127368046.0
2001-03-09,3351381415.0
2001-03-12,3688381246.0
2001-03-13,3765943023.0
2001-03-14,3848936741.0
2001-03-15,3466319872.0
2001-03-16,4004689665.0
2001-03-19,3154124630.0
2001-03-20,3605462161.0
2001-03-21,3750488372.0
2001-03-22,4658883502.0
2001-03-23,4116568351.0
2001-03-26,3177173386.0
2001-03-27,3567649158.0
2001-03-28,3665068390.0
2001-03-29,3597981452.0
2001-03-30,3690719577.0
2001-04-02,3345181790.0
2001-04-03,4264985967.0
2001-04-04,4292077595.0
2001-04-05,3998426419.0
2001-04-06,3392911308.0
2001-04-09,2684745051.0
2001-04-10,3893721675.0
2001-04-11,3982335133.0
2001-04-12,3262585065.0
2001-04-16,2721059946.0
2001-04-17,3315589225.0
2001-04-18,5564253037.0
2001-04-19,4624046257.0
2001-04-20,4166179976.0
2001-04-23,3106674041.0
2001-04-24,3508840380.0
2001-04-25,3437397655.0
2001-04-26,3604213521.0
2001-04-27,3144709372.0
2001-04-30,3563589651.0
2001-05-01,3367635430.0
2001-05-02,4259760597.0
2001-05-03,3388727205.0
2001-05-04,3378599328.0
2001-05-07,2913109462.0
2001-05-08,3153047312.0
2001-05-09,3144510192.0
2001-05-10,3049066227.0
2001-05-11,2540274890.0
2001-05-14,2401022220.0
2001-05-15,3023846479.0
2001-05-16,3775275690.0
2001-05-17,3818391839.0
2001-05-18,3133184928.0
2001-05-21,3830218769.0
2001-05-22,3887841439.0
2001-05-23,3301381747.0
2001-05-24,3234451636.0
2001-05-25,2392894053.0
2001-05-29,2914136363.0
2001-05-30,3444183920.0
2001-05-31,3250706187.0
2001-06-01,2803281849.0
2001-06-04,2349717288.0
2001-06-05,3237816471.0
2001-06-06,3104271508.0
2001-06-07,3032352790.0
2001-06-08,2375127891.0
2001-06-11,2478457539.0
2001-06-12,3138790659.0
2001-06-13,2857316875.0
2001-06-14,3308161401.0
2001-06-15,3995433040.0
2001-06-18,2938498675.0
2001-06-19,3443323770.0
2001-06-20,3790085396.0
2001-06-21,3954803625.0
2001-06-22,3236241894.0
2001-06-25,2738329222.0
2001-06-26,3103572039.0
2001-06-27,3130472965.0
2001-06-28,3575218765.0
2001-06-29,4616425577.0
2001-07-02,2856795356.0
2001-07-03,1623109293.0
2001-07-05,2424724589.0
2001-07-06,2712670784.0
2001-07-09,2697275054.0
2001-07-10,3162946648.0
2001-07-11,3439924375.0
2001-07-12,3556881811.0
2001-07-13,2912357477.0
2001-07-16,2781550309.0
2001-07-17,3180986559.0
2001-07-18,3300999133.0
2001-07-19,3536825946.0
2001-07-20,3040266019.0
2001-07-23,2565005205.0
2001-07-24,3087759896.0
2001-07-25,3196078690.0
2001-07-26,3268270431.0
2001-07-27,2829543914.0
2001-07-30,2460856200.0
2001-07-31,3010117748.0
2001-08-01,3395355640.0
2001-08-02,3207872436.0
2001-08-03,2420912854.0
2001-08-06,2122136525.0
2001-08-07,2515191575.0
2001-08-08,3044610912.0
2001-08-09,2820671319.0
2001-08-10,2566590320.0
2001-08-13,2186168148.0
2001-08-14,2417761350.0
2001-08-15,2762593326.0
2001-08-16,2926119349.0
2001-08-17,2500473772.0
2001-08-20,2250754249.0
2001-08-21,2598033339.0
2001-08-22,2909155306.0
2001-08-23,2673389617.0
2001-08-24,2815312352.0
2001-08-27,2265839954.0
2001-08-28,2658811136.0
2001-08-29,2667086281.0
2001-08-30,3176389665.0
2001-08-31,2376836406.0
2001-09-04,2987305854.0
2001-09-05,3643450060.0
2001-09-06,3520810849.0
2001-09-07,3480274982.0
2001-09-10,3147777033.0
2001-09-17,5049630430.0
2001-09-18,3890805652.0
2001-09-19,5043116246.0
2001-09-20,4405720032.0
2001-09-21,5372351407.0
2001-09-24,4177561835.0
2001-09-25,4167432718.0
2001-09-26,3609193922.0
2001-09-27,3806941627.0
2001-09-28,4085709889.0
2001-10-01,2920471199.0
2001-10-02,3342334112.0
2001-10-03,4770675554.0
2001-10-04,4538306957.0
2001-10-05,3471356609.0
2001-10-08,2653998175.0
2001-10-09,3019504653.0
2001-10-10,3482363938.0
2001-10-11,4637118526.0
2001-10-12,3857799624.0
2001-10-15,2894812522.0
2001-10-16,3373982411.0
2001-10-17,4142493134.0
2001-10-18,3401271549.0
2001-10-19,3151153915.0
2001-10-22,2903676778.0
2001-10-23,3501356681.0
2001-10-24,3548378092.0
2001-10-25,4001309686.0
2001-10-26,3523801791.0
2001-10-29,3109223329.0
2001-10-30,3449951989.0
2001-10-31,3576534637.0
2001-11-01,3425678191.0
2001-11-02,3032579846.0
2001-11-05,3213703390.0
2001-11-06,3678526977.0
2001-11-07,3871890265.0
2001-11-08,4217817407.0
2001-11-09,2913185072.0
2001-11-12,2908882536.0
2001-11-13,3915741969.0
2001-11-14,3993888720.0
2001-11-15,3891912709.0
2001-11-16,3397239157.0
2001-11-19,3592995695.0
2001-11-20,3685344568.0
2001-11-21,2887984114.0
2001-11-23,1103180883.0
2001-11-26,3148108875.0
2001-11-27,3816790511.0
2001-11-28,3807316040.0
2001-11-29,3749075732.0
2001-11-30,3586520082.0
2001-12-03,3077044238.0
2001-12-04,3695699539.0
2001-12-05,5132459586.0
2001-12-06,4121546431.0
2001-12-07,3553924027.0
2001-12-10,3222116944.0
2001-12-11,3696054659.0
2001-12-12,3727315871.0
2001-12-13,3964285457.0
2001-12-14,3536897582.0
2001-12-17,3441710518.0
2001-12-18,3558130531.0
2001-12-19,3768859656.0
2001-12-20,3877600901.0
2001-12-21,4579218240.0
2001-12-24,1154754254.0
2001-12-26,2186299288.0
2001-12-27,2387958962.0
2001-12-28,2576997599.0
2001-12-31,2708461411.0
2002-01-02,3030181039.0
2002-01-03,4018526858.0
2002-01-04,4143648374.0
2002-01-07,3872723378.0
2002-01-08,3462834599.0
2002-01-09,4183524278.0
2002-01-10,3417978212.0
2002-01-11,3159162794.0
2002-01-14,3381052556.0
2002-01-15,3389315850.0
2002-01-16,3805591357.0
2002-01-17,3623770243.0
2002-01-18,3359989747.0
2002-01-22,3529743662.0
2002-01-23,3707640787.0
2002-01-24,3807844396.0
2002-01-25,3326420736.0
2002-01-28,2981058622.0
2002-01-29,4282703179.0
2002-01-30,4608625709.0
2002-01-31,3733258636.0
2002-02-01,3420819623.0
2002-02-04,3619129600.0
2002-02-05,4329190032.0
2002-02-06,4236216968.0
2002-02-07,3836799135.0
2002-02-08,3558879572.0
2002-02-11,3030131160.0
2002-02-12,3045389498.0
2002-02-13,3118185922.0
2002-02-14,3304226027.0
2002-02-15,3363953184.0
2002-02-19,3290636908.0
2002-02-20,3739594992.0
2002-02-21,3567585507.0
2002-02-22,3599006686.0
2002-02-25,3389240399.0
2002-02-26,3320919955.0
2002-02-27,3595658544.0
2002-02-28,3685049162.0
2002-03-01,3684576154.0
2002-03-04,4337873632.0
2002-03-05,4016866899.0
2002-03-06,3837863997.0
2002-03-07,3812595790.0
2002-03-08,3905389421.0
2002-03-11,3340606146.0
2002-03-12,3495146581.0
2002-03-13,3512201623.0
2002-03-14,3104284724.0
2002-03-15,3553174931.0
2002-03-18,3082767804.0
2002-03-19,3152824302.0
2002-03-20,3169718533.0
2002-03-21,3286966686.0
2002-03-22,3078367233.0
2002-03-25,2860743616.0
2002-03-26,3206400758.0
2002-03-27,3127313714.0
2002-03-28,3091455018.0
2002-04-01,2917080950.0
2002-04-02,3191124375.0
2002-04-03,3215273932.0
2002-04-04,3333635666.0
2002-04-05,2915233950.0
2002-04-08,3008538366.0
2002-04-09,3235973204.0
2002-04-10,3803574151.0
2002-04-11,3639412193.0
2002-04-12,3132987068.0
2002-04-15,2761469386.0
2002-04-16,3530504660.0
2002-04-17,3640458824.0
2002-04-18,3601066203.0
2002-04-19,3144937761.0
2002-04-22,3197297885.0
2002-04-23,3605196518.0
2002-04-24,3631639896.0
2002-04-25,3871907308.0
2002-04-26,3621061329.0
2002-04-29,3474513368.0
2002-04-30,4014614994.0
2002-05-01,4025591346.0
2002-05-02,3777900409.0
2002-05-03,3638070140.0
2002-05-06,3233951510.0
2002-05-07,3872687451.0
2002-05-08,4326871111.0
2002-05-09,3278204083.0
2002-05-10,3346931360.0
2002-05-13,3062516737.0
2002-05-14,4437788373.0
2002-05-15,4155596392.0
2002-05-16,3221210397.0
2002-05-17,3265783230.0
2002-05-20,2729958364.0
2002-05-21,3194006421.0
2002-05-22,3200442763.0
2002-05-23,3294819677.0
2002-05-24,2332408394.0
2002-05-28,2543819769.0
2002-05-29,2776567503.0
2002-05-30,3129088768.0
2002-05-31,3209973252.0
2002-06-03,3275373328.0
2002-06-04,3757409126.0
2002-06-05,3294908529.0
2002-06-06,3669611661.0
2002-06-07,4382849522.0
2002-06-10,3079265583.0
2002-06-11,3506703010.0
2002-06-12,4270461261.0
2002-06-13,3343232265.0
2002-06-14,3778452988.0
2002-06-17,3149821001.0
2002-06-18,3137767143.0
2002-06-19,3359659153.0
2002-06-20,3422640171.0
2002-06-21,4172767384.0
2002-06-24,4067773016.0
2002-06-25,3845503805.0
2002-06-26,4571399458.0
2002-06-27,4271784224.0
2002-06-28,5478657460.0
2002-07-01,4858153188.0
2002-07-02,4974784799.0
2002-07-03,4663113993.0
2002-07-05,2018916676.0
2002-07-08,3204564552.0
2002-07-09,3444065922.0
2002-07-10,4052824791.0
2002-07-11,4942547572.0
2002-07-12,4042450793.0
2002-07-15,4576420020.0
2002-07-16,4721971972.0
2002-07-17,4769265690.0
2002-07-18,4028671116.0
2002-07-19,5632515028.0
2002-07-22,5077836226.0
2002-07-23,5432941823.0
2002-07-24,5934268526.0
2002-07-25,5393825042.0
2002-07-26,3964237648.0
2002-07-29,4196425799.0
2002-07-30,4046172944.0
2002-07-31,4146367481.0
2002-08-01,3658954792.0
2002-08-02,3345849942.0
2002-08-05,3133655612.0
2002-08-06,3471877112.0
2002-08-07,3454173143.0
2002-08-08,3591426494.0
2002-08-09,2922583527.0
2002-08-12,2373909532.0
2002-08-13,3215183570.0
2002-08-14,3508855754.0
2002-08-15,3560276865.0
2002-08-16,3028018441.0
2002-08-19,3163144253.0
2002-08-20,3064485426.0
2002-08-21,3266487817.0
2002-08-22,3477584811.0
2002-08-23,2772220967.0
2002-08-26,2622331638.0
2002-08-27,3051671701.0
2002-08-28,2894251170.0
2002-08-29,2947201177.0
2002-08-30,2272379908.0
2002-09-03,3070682395.0
2002-09-04,3215434744.0
2002-09-05,3202205826.0
2002-09-06,2838983306.0
2002-09-09,2721651363.0
2002-09-10,2946413028.0
2002-09-11,2170225753.0
2002-09-12,2713939254.0
2002-09-13,2874759415.0
2002-09-16,2409217785.0
2002-09-17,3296631517.0
2002-09-18,3478471120.0
2002-09-19,3422380897.0
2002-09-20,4013684869.0
2002-09-23,3180977650.0
2002-09-24,3790442282.0
2002-09-25,3787022630.0
2002-09-26,3705565497.0
2002-09-27,3395714902.0
2002-09-30,3888439976.0
2002-10-01,3870029478.0
2002-10-02,3846926300.0
2002-10-03,3704952686.0
2002-10-04,3811325081.0
2002-10-07,3315102625.0
2002-10-08,4224092059.0
2002-10-09,4053309033.0
2002-10-10,4350114027.0
2002-10-11,4231944769.0
2002-10-14,2697259879.0
2002-10-15,4376993817.0
2002-10-16,3593153167.0
2002-10-17,4067499216.0
2002-10-18,3500479218.0
2002-10-21,3422918711.0
2002-10-22,3646526541.0
2002-10-23,3561249118.0
2002-10-24,4114382326.0
2002-10-25,3161079248.0
2002-10-28,3434070443.0
2002-10-29,3459190978.0
2002-10-30,3528091181.0
2002-10-31,3761097296.0
2002-11-01,3755226839.0
2002-11-04,4526498636.0
2002-11-05,3418217949.0
2002-11-06,4329950620.0
2002-11-07,3651499955.0
2002-11-08,3467626093.0
2002-11-11,2700725406.0
2002-11-12,3345971546.0
2002-11-13,3560693884.0
2002-11-14,3680349056.0
2002-11-15,3490434784.0
2002-11-18,3440829009.0
2002-11-19,3373949791.0
2002-11-20,3791104079.0
2002-11-21,5111268392.0
2002-11-22,4068625000.0
2002-11-25,4032764092.0
2002-11-26,3950345587.0
2002-11-27,3498078764.0
2002-11-29,1730136843.0
2002-12-02,4010921836.0
2002-12-03,3575205235.0
2002-12-04,3943764106.0
2002-12-05,3104287911.0
2002-12-06,3157948256.0
2002-12-09,3220041166.0
2002-12-10,3133027067.0
2002-12-11,3074308105.0
2002-12-12,3047361723.0
2002-12-13,3060243108.0
2002-12-16,3113269709.0
2002-12-17,3038582556.0
2002-12-18,3344935010.0
2002-12-19,3446510058.0
2002-12-20,4395066370.0
2002-12-23,2598920424.0
2002-12-24,1125831988.0
2002-12-26,1747575170.0
2002-12-27,1807082169.0
2002-12-30,2474121438.0
2002-12-31,2587471444.0
2003-01-02,2940157371.0
2003-01-03,2595632231.0
2003-01-06,3407617958.0
2003-01-07,3833385766.0
2003-01-08,3349273681.0
2003-01-09,3687833680.0
2003-01-10,3619566458.0
2003-01-13,3391638169.0
2003-01-14,3310745975.0
2003-01-15,3546495456.0
2003-01-16,3503158509.0
2003-01-17,3399166009.0
2003-01-21,3077690125.0
2003-01-22,3508397038.0
2003-01-23,3747050616.0
2003-01-24,3571562910.0
2003-01-27,3290639377.0
2003-01-28,3268007926.0
2003-01-29,3529087146.0
2003-01-30,3370635676.0
2003-01-31,3529753128.0
2003-02-03,2832832051.0
2003-02-04,3194495747.0
2003-02-05,3180484344.0
2003-02-06,3055354109.0
2003-02-07,2824499070.0
2003-02-10,2796357278.0
2003-02-11,2972513916.0
2003-02-12,2817883107.0
2003-02-13,3205181088.0
2003-02-14,3022546585.0
2003-02-18,2842988507.0
2003-02-19,2559797485.0
2003-02-20,2877134585.0
2003-02-21,3106125459.0
2003-02-24,2807971365.0
2003-02-25,3298673737.0
2003-02-26,2913863312.0
2003-02-27,2965459367.0
2003-02-28,2994852236.0
2003-03-03,2764333719.0
2003-03-04,2731734132.0
2003-03-05,2993152400.0
2003-03-06,2881051610.0
2003-03-07,3137367497.0
2003-03-10,2693427997.0
2003-03-11,3028578489.0
2003-03-12,3524777246.0
2003-03-13,4099890676.0
2003-03-14,3597494036.0
2003-03-17,4129977009.0
2003-03-18,3614176012.0
2003-03-19,3565107002.0
2003-03-20,3401050528.0
2003-03-21,4207788198.0
2003-03-24,3017800027.0
2003-03-25,3142914229.0
2003-03-26,3093369263.0
2003-03-27,2987054762.0
2003-03-28,2901245617.0
2003-03-31,3371226860.0
2003-04-01,3256120378.0
2003-04-02,3700991751.0
2003-04-03,3223172963.0
2003-04-04,2940106316.0
2003-04-07,3419325442.0
2003-04-08,2855031531.0
2003-04-09,2944071801.0
2003-04-10,2838490105.0
2003-04-11,2662455131.0
2003-04-14,2605744904.0
2003-04-15,3113225694.0
2003-04-16,3503308991.0
2003-04-17,3392210492.0
2003-04-21,2716403058.0
2003-04-22,3711257035.0
2003-04-23,3957048176.0
2003-04-24,3541782534.0
2003-04-25,3269144259.0
2003-04-28,3117661514.0
2003-04-29,3666682053.0
2003-04-30,3746788029.0
2003-05-01,3266312962.0
2003-05-02,3839334000.0
2003-05-05,3824356195.0
2003-05-06,4298207812.0
2003-05-07,3973876293.0
2003-05-08,3408722777.0
2003-05-09,3287422444.0
2003-05-12,3608287074.0
2003-05-13,3675401440.0
2003-05-14,3655348036.0
2003-05-15,3877726024.0
2003-05-16,3721464544.0
2003-05-19,3499354490.0
2003-05-20,3685641989.0
2003-05-21,3449022966.0
2003-05-22,3719310185.0
2003-05-23,2989850360.0
2003-05-27,3999208248.0
2003-05-28,4108410687.0
2003-05-29,4532204220.0
2003-05-30,4638251399.0
2003-06-02,4774793605.0
2003-06-03,4009327740.0
2003-06-04,4720354495.0
2003-06-05,4750703362.0
2003-06-06,5457435054.0
2003-06-09,3636467467.0
2003-06-10,3530983713.0
2003-06-11,3951364385.0
2003-06-12,3818389012.0
2003-06-13,3556464764.0
2003-06-16,3678366871.0
2003-06-17,3916883056.0
2003-06-18,4031952594.0
2003-06-19,3972918352.0
2003-06-20,4044620685.0
2003-06-23,3550851119.0
2003-06-24,3483922144.0
2003-06-25,3484959028.0
2003-06-26,3419312877.0
2003-06-27,3172793575.0
2003-06-30,4937233736.0
2003-07-01,3627243219.0
2003-07-02,3831720494.0
2003-07-03,1952825226.0
2003-07-07,3755530202.0
2003-07-08,4071935100.0
2003-07-09,4255653426.0
2003-07-10,3694795634.0
2003-07-11,3130061906.0
2003-07-14,3883276095.0
2003-07-15,3936367896.0
2003-07-16,4160060922.0
2003-07-17,4083544457.0
2003-07-18,3371705070.0
2003-07-21,3082143119.0
2003-07-22,3652469991.0
2003-07-23,3561344726.0
2003-07-24,3912738452.0
2003-07-25,3369087352.0
2003-07-28,3216734263.0
2003-07-29,3565606853.0
2003-07-30,3295308427.0
2003-07-31,3930494159.0
2003-08-01,3259624447.0
2003-08-04,3280252656.0
2003-08-05,3467519010.0
2003-08-06,3796448945.0
2003-08-07,3386909048.0
2003-08-08,2774073085.0
2003-08-11,2542842268.0
2003-08-12,2805702807.0
2003-08-13,3024279862.0
2003-08-14,2832976635.0
2003-08-15,1513488119.0
2003-08-18,2991382459.0
2003-08-19,3451554166.0
2003-08-20,3103713502.0
2003-08-21,3570525642.0
2003-08-22,3455103728.0
2003-08-25,2386808290.0
2003-08-26,2927811189.0
2003-08-27,2759993825.0
2003-08-28,2996161716.0
2003-08-29,2459676172.0
2003-09-02,3710273423.0
2003-09-03,4586430243.0
2003-09-04,3859532147.0
2003-09-05,3931079761.0
2003-09-08,3822369379.0
2003-09-09,4158610443.0
2003-09-10,4092139718.0
2003-09-11,3527508345.0
2003-09-12,3385695337.0
2003-09-15,2957308922.0
2003-09-16,3650114968.0
2003-09-17,3675100370.0
2003-09-18,4012208182.0
2003-09-19,3851126159.0
2003-09-22,3520357660.0
2003-09-23,3597230359.0
2003-09-24,4262885537.0
2003-09-25,4087412631.0
2003-09-26,3717043435.0
2003-09-29,3414335191.0
2003-09-30,3906991297.0
2003-10-01,3847260526.0
2003-10-02,3280991897.0
2003-10-03,4071986295.0
2003-10-06,2701617434.0
2003-10-07,3554545842.0
2003-10-08,3455912380.0
2003-10-09,4186777892.0
2003-10-10,2949304653.0
2003-10-13,2901013079.0
2003-10-14,3443747539.0
2003-10-15,4046987358.0
2003-10-16,3611395351.0
2003-10-17,3496601945.0
2003-10-20,3138961702.0
2003-10-21,3703844641.0
2003-10-22,3975357920.0
2003-10-23,4177552366.0
2003-10-24,3845928696.0
2003-10-27,3293179497.0
2003-10-28,4320829261.0
2003-10-29,4040903073.0
2003-10-30,4380295217.0
2003-10-31,3826293025.0
2003-11-03,3924095810.0
2003-11-04,3974877504.0
2003-11-05,3850486224.0
2003-11-06,4023281028.0
2003-11-07,3842515447.0
2003-11-10,3401547623.0
2003-11-11,3184613594.0
2003-11-12,3651440252.0
2003-11-13,3662635917.0
2003-11-14,3610702036.0
2003-11-17,3688945222.0
2003-11-18,3700383562.0
2003-11-19,3600013555.0
2003-11-20,3565359204.0
2003-11-21,3272809569.0
2003-11-24,3571301110.0
2003-11-25,3612231649.0
2003-11-26,2932270716.0
2003-11-28,1306967613.0
2003-12-01,3631539331.0
2003-12-02,3697389525.0
2003-12-03,4229949361.0
2003-12-04,4091752614.0
2003-12-05,3292294268.0
2003-12-08,3199141815.0
2003-12-09,3765405211.0
2003-12-10,3857051448.0
2003-12-11,3732312699.0
2003-12-12,3067485461.0
2003-12-15,3776998683.0
2003-12-16,3790752935.0
2003-12-17,3345158498.0
2003-12-18,3767345306.0
2003-12-19,4105869194.0
2003-12-22,2934100956.0
